"Notes"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"55-64 years"	"55-64"	"Oct., 2001"	"2001/10"	20538	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Nov., 2001"	"2001/11"	20259	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Dec., 2001"	"2001/12"	21479	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jan., 2002"	"2002/01"	22735	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Feb., 2002"	"2002/02"	20560	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Mar., 2002"	"2002/03"	22365	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Apr., 2002"	"2002/04"	20608	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"May, 2002"	"2002/05"	21047	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jun., 2002"	"2002/06"	19929	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jul., 2002"	"2002/07"	20824	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Aug., 2002"	"2002/08"	20309	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Sep., 2002"	"2002/09"	19956	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Oct., 2002"	"2002/10"	21115	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Nov., 2002"	"2002/11"	21202	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Dec., 2002"	"2002/12"	22692	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jan., 2003"	"2003/01"	23304	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Feb., 2003"	"2003/02"	20957	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Mar., 2003"	"2003/03"	22720	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Apr., 2003"	"2003/04"	21474	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"May, 2003"	"2003/05"	21594	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jun., 2003"	"2003/06"	20899	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jul., 2003"	"2003/07"	21344	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Aug., 2003"	"2003/08"	21142	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Sep., 2003"	"2003/09"	20698	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Oct., 2003"	"2003/10"	21930	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Nov., 2003"	"2003/11"	21432	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Dec., 2003"	"2003/12"	25025	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jan., 2004"	"2004/01"	24352	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Feb., 2004"	"2004/02"	21475	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Mar., 2004"	"2004/03"	22731	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Apr., 2004"	"2004/04"	21425	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"May, 2004"	"2004/05"	21974	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jun., 2004"	"2004/06"	21045	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jul., 2004"	"2004/07"	21659	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Aug., 2004"	"2004/08"	21502	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Sep., 2004"	"2004/09"	21257	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Oct., 2004"	"2004/10"	21983	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Nov., 2004"	"2004/11"	21643	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Dec., 2004"	"2004/12"	23651	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jan., 2005"	"2005/01"	24368	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Feb., 2005"	"2005/02"	22598	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Mar., 2005"	"2005/03"	24469	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Apr., 2005"	"2005/04"	22519	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"May, 2005"	"2005/05"	23034	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jun., 2005"	"2005/06"	21789	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jul., 2005"	"2005/07"	22317	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Aug., 2005"	"2005/08"	22275	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Sep., 2005"	"2005/09"	21677	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Oct., 2005"	"2005/10"	22666	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Nov., 2005"	"2005/11"	22482	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Dec., 2005"	"2005/12"	25107	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jan., 2006"	"2006/01"	24617	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Feb., 2006"	"2006/02"	22707	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Mar., 2006"	"2006/03"	24712	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Apr., 2006"	"2006/04"	22939	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"May, 2006"	"2006/05"	23672	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jun., 2006"	"2006/06"	22228	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jul., 2006"	"2006/07"	23378	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Aug., 2006"	"2006/08"	22802	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Sep., 2006"	"2006/09"	22185	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Oct., 2006"	"2006/10"	23842	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Nov., 2006"	"2006/11"	23341	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Dec., 2006"	"2006/12"	24978	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jan., 2007"	"2007/01"	25655	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Feb., 2007"	"2007/02"	23688	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Mar., 2007"	"2007/03"	25011	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Apr., 2007"	"2007/04"	23619	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"May, 2007"	"2007/05"	23635	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jun., 2007"	"2007/06"	22691	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jul., 2007"	"2007/07"	23301	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Aug., 2007"	"2007/08"	23415	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Sep., 2007"	"2007/09"	22842	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Oct., 2007"	"2007/10"	23999	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Nov., 2007"	"2007/11"	23798	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Dec., 2007"	"2007/12"	25456	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jan., 2008"	"2008/01"	25933	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Feb., 2008"	"2008/02"	25800	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Mar., 2008"	"2008/03"	26269	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Apr., 2008"	"2008/04"	24269	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"May, 2008"	"2008/05"	24431	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jun., 2008"	"2008/06"	23445	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jul., 2008"	"2008/07"	23831	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Aug., 2008"	"2008/08"	23798	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Sep., 2008"	"2008/09"	23081	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Oct., 2008"	"2008/10"	24450	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Nov., 2008"	"2008/11"	24539	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Dec., 2008"	"2008/12"	26336	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jan., 2009"	"2009/01"	26795	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Feb., 2009"	"2009/02"	24391	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Mar., 2009"	"2009/03"	26157	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Apr., 2009"	"2009/04"	24736	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"May, 2009"	"2009/05"	24836	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jun., 2009"	"2009/06"	24096	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jul., 2009"	"2009/07"	24469	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Aug., 2009"	"2009/08"	24558	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Sep., 2009"	"2009/09"	24234	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Oct., 2009"	"2009/10"	25924	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Nov., 2009"	"2009/11"	25667	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Dec., 2009"	"2009/12"	27444	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jan., 2010"	"2010/01"	27127	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Feb., 2010"	"2010/02"	24810	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Mar., 2010"	"2010/03"	26939	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Apr., 2010"	"2010/04"	25455	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"May, 2010"	"2010/05"	25581	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jun., 2010"	"2010/06"	24739	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jul., 2010"	"2010/07"	25857	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Aug., 2010"	"2010/08"	25405	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Sep., 2010"	"2010/09"	24489	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Oct., 2010"	"2010/10"	26075	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Nov., 2010"	"2010/11"	25963	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Dec., 2010"	"2010/12"	28362	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jan., 2011"	"2011/01"	29024	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Feb., 2011"	"2011/02"	26577	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Mar., 2011"	"2011/03"	28337	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Apr., 2011"	"2011/04"	26547	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"May, 2011"	"2011/05"	26876	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jun., 2011"	"2011/06"	25897	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jul., 2011"	"2011/07"	26500	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Aug., 2011"	"2011/08"	26362	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Sep., 2011"	"2011/09"	25948	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Oct., 2011"	"2011/10"	26784	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Nov., 2011"	"2011/11"	26309	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Dec., 2011"	"2011/12"	28154	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jan., 2012"	"2012/01"	28411	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Feb., 2012"	"2012/02"	26494	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Mar., 2012"	"2012/03"	28048	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Apr., 2012"	"2012/04"	27012	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"May, 2012"	"2012/05"	27173	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jun., 2012"	"2012/06"	26185	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jul., 2012"	"2012/07"	27031	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Aug., 2012"	"2012/08"	27310	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Sep., 2012"	"2012/09"	26385	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Oct., 2012"	"2012/10"	27718	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Nov., 2012"	"2012/11"	27576	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Dec., 2012"	"2012/12"	30263	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jan., 2013"	"2013/01"	31321	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Feb., 2013"	"2013/02"	27220	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Mar., 2013"	"2013/03"	29511	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Apr., 2013"	"2013/04"	27626	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"May, 2013"	"2013/05"	27409	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jun., 2013"	"2013/06"	26869	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jul., 2013"	"2013/07"	27675	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Aug., 2013"	"2013/08"	27322	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Sep., 2013"	"2013/09"	26493	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Oct., 2013"	"2013/10"	27929	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Nov., 2013"	"2013/11"	27888	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Dec., 2013"	"2013/12"	30864	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jan., 2014"	"2014/01"	33311	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Feb., 2014"	"2014/02"	28305	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Mar., 2014"	"2014/03"	29964	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Apr., 2014"	"2014/04"	28259	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"May, 2014"	"2014/05"	28620	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jun., 2014"	"2014/06"	27452	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jul., 2014"	"2014/07"	28290	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Aug., 2014"	"2014/08"	27958	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Sep., 2014"	"2014/09"	27297	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Oct., 2014"	"2014/10"	29161	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Nov., 2014"	"2014/11"	28983	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Dec., 2014"	"2014/12"	31208	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jan., 2015"	"2015/01"	32755	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Feb., 2015"	"2015/02"	28820	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Mar., 2015"	"2015/03"	31558	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Apr., 2015"	"2015/04"	29333	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"May, 2015"	"2015/05"	29876	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jun., 2015"	"2015/06"	28603	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jul., 2015"	"2015/07"	29252	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Aug., 2015"	"2015/08"	28966	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Sep., 2015"	"2015/09"	28373	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Oct., 2015"	"2015/10"	29953	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Nov., 2015"	"2015/11"	29232	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Dec., 2015"	"2015/12"	31064	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jan., 2016"	"2016/01"	32265	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Feb., 2016"	"2016/02"	30343	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Mar., 2016"	"2016/03"	32829	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Apr., 2016"	"2016/04"	30404	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"May, 2016"	"2016/05"	30238	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jun., 2016"	"2016/06"	28717	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jul., 2016"	"2016/07"	29983	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Aug., 2016"	"2016/08"	29794	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Sep., 2016"	"2016/09"	28875	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Oct., 2016"	"2016/10"	30267	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Nov., 2016"	"2016/11"	30002	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Dec., 2016"	"2016/12"	32728	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jan., 2017"	"2017/01"	33422	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Feb., 2017"	"2017/02"	30085	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Mar., 2017"	"2017/03"	32397	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Apr., 2017"	"2017/04"	30498	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"May, 2017"	"2017/05"	30758	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jun., 2017"	"2017/06"	29937	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jul., 2017"	"2017/07"	30416	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Aug., 2017"	"2017/08"	29865	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Sep., 2017"	"2017/09"	29603	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Oct., 2017"	"2017/10"	30818	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Nov., 2017"	"2017/11"	30538	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Dec., 2017"	"2017/12"	33669	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jan., 2018"	"2018/01"	36271	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Feb., 2018"	"2018/02"	30469	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Mar., 2018"	"2018/03"	32548	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Apr., 2018"	"2018/04"	30471	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"May, 2018"	"2018/05"	30587	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jun., 2018"	"2018/06"	29949	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Jul., 2018"	"2018/07"	30654	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Aug., 2018"	"2018/08"	30566	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Sep., 2018"	"2018/09"	29068	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Oct., 2018"	"2018/10"	30855	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Nov., 2018"	"2018/11"	30763	Not Applicable	Not Applicable
	"55-64 years"	"55-64"	"Dec., 2018"	"2018/12"	32635	Not Applicable	Not Applicable
"Total"	"55-64 years"	"55-64"			6069553	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Jan., 1999"	"1999/01"	42638	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Feb., 1999"	"1999/02"	39351	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Mar., 1999"	"1999/03"	42515	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Apr., 1999"	"1999/04"	37518	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"May, 1999"	"1999/05"	36791	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Jun., 1999"	"1999/06"	34530	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Jul., 1999"	"1999/07"	35848	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Aug., 1999"	"1999/08"	34693	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Sep., 1999"	"1999/09"	34192	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Oct., 1999"	"1999/10"	36999	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Nov., 1999"	"1999/11"	36095	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Dec., 1999"	"1999/12"	41430	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Jan., 2000"	"2000/01"	44795	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Feb., 2000"	"2000/02"	37275	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Mar., 2000"	"2000/03"	37683	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Apr., 2000"	"2000/04"	35685	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"May, 2000"	"2000/05"	36326	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Jun., 2000"	"2000/06"	34220	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Jul., 2000"	"2000/07"	34768	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Aug., 2000"	"2000/08"	34785	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Sep., 2000"	"2000/09"	34261	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Oct., 2000"	"2000/10"	36363	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Nov., 2000"	"2000/11"	36063	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Dec., 2000"	"2000/12"	38985	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Jan., 2001"	"2001/01"	40173	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Feb., 2001"	"2001/02"	35433	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Mar., 2001"	"2001/03"	38252	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Apr., 2001"	"2001/04"	36318	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"May, 2001"	"2001/05"	36092	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Jun., 2001"	"2001/06"	34551	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Jul., 2001"	"2001/07"	34412	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Aug., 2001"	"2001/08"	34420	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Sep., 2001"	"2001/09"	33002	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Oct., 2001"	"2001/10"	35792	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Nov., 2001"	"2001/11"	35094	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Dec., 2001"	"2001/12"	37421	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Jan., 2002"	"2002/01"	38914	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Feb., 2002"	"2002/02"	36127	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Mar., 2002"	"2002/03"	39010	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Apr., 2002"	"2002/04"	34737	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"May, 2002"	"2002/05"	35195	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Jun., 2002"	"2002/06"	32842	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Jul., 2002"	"2002/07"	33533	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Aug., 2002"	"2002/08"	33312	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Sep., 2002"	"2002/09"	32584	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Oct., 2002"	"2002/10"	34779	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Nov., 2002"	"2002/11"	34605	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Dec., 2002"	"2002/12"	37352	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Jan., 2003"	"2003/01"	37427	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Feb., 2003"	"2003/02"	33763	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Mar., 2003"	"2003/03"	36358	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Apr., 2003"	"2003/04"	34120	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"May, 2003"	"2003/05"	33898	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Jun., 2003"	"2003/06"	32745	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Jul., 2003"	"2003/07"	32688	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Aug., 2003"	"2003/08"	32825	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"Sep., 2003"	"2003/09"	32060	Not Applicable	Not Applicable
